3.85669e+010	2.7189e+010	2.57034e+010	2.95657e+010	2.03364e+010	3.00766e+010	2.17587e+010	3.86437e+010	2.38932e+010	3.426e+010	
2.7189e+010	2.8899e+010	2.37445e+010	1.90783e+010	1.37617e+010	2.39844e+010	1.55521e+010	2.57968e+010	1.8582e+010	2.92601e+010	
2.57034e+010	2.37445e+010	2.53285e+010	1.98492e+010	1.52296e+010	2.41553e+010	1.67282e+010	2.30135e+010	1.47876e+010	2.86499e+010	
2.95657e+010	1.90783e+010	1.98492e+010	3.58837e+010	1.02882e+010	1.69153e+010	1.63829e+010	2.97224e+010	1.76724e+010	1.93312e+010	
2.03364e+010	1.37617e+010	1.52296e+010	1.02882e+010	1.82352e+010	2.05934e+010	1.26455e+010	2.3009e+010	1.79533e+010	2.38007e+010	
3.00766e+010	2.39844e+010	2.41553e+010	1.69153e+010	2.05934e+010	3.17896e+010	1.85581e+010	2.59624e+010	2.03703e+010	3.39329e+010	
2.17587e+010	1.55521e+010	1.67282e+010	1.63829e+010	1.26455e+010	1.85581e+010	1.45348e+010	2.07739e+010	1.44118e+010	2.1629e+010	
3.86437e+010	2.57968e+010	2.30135e+010	2.97224e+010	2.3009e+010	2.59624e+010	2.07739e+010	4.81778e+010	2.89067e+010	3.26653e+010	
2.38932e+010	1.8582e+010	1.47876e+010	1.76724e+010	1.79533e+010	2.03703e+010	1.44118e+010	2.89067e+010	3.06525e+010	2.52313e+010	
3.426e+010	2.92601e+010	2.86499e+010	1.93312e+010	2.38007e+010	3.39329e+010	2.1629e+010	3.26653e+010	2.52313e+010	3.99479e+010	
