3.68572e+009	1.50743e+009	1.54027e+009	4.74195e+009	1.69747e+009	1.99438e+009	2.62246e+009	5.39866e+009	3.49679e+009	1.23518e+009	
1.50743e+009	6.16525e+008	6.29882e+008	1.93934e+009	6.94339e+008	8.15815e+008	1.07266e+009	2.20787e+009	1.43063e+009	5.05336e+008	
1.54027e+009	6.29882e+008	8.22722e+008	2.16365e+009	4.96258e+008	5.28061e+008	8.54433e+008	2.57067e+009	3.58742e+008	1.41545e+008	
4.74195e+009	1.93934e+009	2.16365e+009	6.28582e+009	1.9673e+009	2.25552e+009	3.12852e+009	7.26549e+009	3.37822e+009	1.20836e+009	
1.69747e+009	6.94339e+008	4.96258e+008	1.9673e+009	1.03545e+009	1.28204e+009	1.49524e+009	2.11193e+009	2.9229e+009	1.01481e+009	
1.99438e+009	8.15815e+008	5.28061e+008	2.25552e+009	1.28204e+009	1.60012e+009	1.83098e+009	2.38471e+009	3.77289e+009	1.30741e+009	
2.62246e+009	1.07266e+009	8.54433e+008	3.12852e+009	1.49524e+009	1.83098e+009	2.19167e+009	3.41694e+009	3.97526e+009	1.38419e+009	
5.39866e+009	2.20787e+009	2.57067e+009	7.26549e+009	2.11193e+009	2.38471e+009	3.41694e+009	8.46035e+009	3.18477e+009	1.15101e+009	
3.49679e+009	1.43063e+009	3.58742e+008	3.37822e+009	2.9229e+009	3.77289e+009	3.97526e+009	3.18477e+009	1.01076e+010	3.47902e+009	
1.23518e+009	5.05336e+008	1.41545e+008	1.20836e+009	1.01481e+009	1.30741e+009	1.38419e+009	1.15101e+009	3.47902e+009	1.19788e+009	
