5.54699e+009	7.76676e+009	9.1555e+009	4.90179e+009	2.4584e+009	7.81568e+009	4.80646e+009	9.07982e+008	1.33354e+009	8.31167e+009	
7.76676e+009	1.19564e+010	1.29902e+010	5.12023e+009	4.36557e+009	1.22086e+010	6.0705e+009	1.39434e+009	2.49232e+009	1.25884e+010	
9.1555e+009	1.29902e+010	1.51385e+010	7.81518e+009	4.20355e+009	1.30999e+010	7.82905e+009	1.51809e+009	2.29981e+009	1.38689e+010	
4.90179e+009	5.12023e+009	7.81518e+009	7.14088e+009	6.84315e+008	4.86739e+009	5.31006e+009	6.04133e+008	1.70942e+008	5.81286e+009	
2.4584e+009	4.36557e+009	4.20355e+009	6.84315e+008	1.87785e+009	4.54409e+009	1.56727e+009	5.07424e+008	1.12471e+009	4.49525e+009	
7.81568e+009	1.22086e+010	1.30999e+010	4.86739e+009	4.54409e+009	1.24925e+010	6.00089e+009	1.42324e+009	2.61027e+009	1.28232e+010	
4.80646e+009	6.0705e+009	7.82905e+009	5.31006e+009	1.56727e+009	6.00089e+009	4.56677e+009	7.11776e+008	7.74401e+008	6.62252e+009	
9.07982e+008	1.39434e+009	1.51809e+009	6.04133e+008	5.07424e+008	1.42324e+009	7.11776e+008	1.62615e+008	2.89379e+008	1.46864e+009	
1.33354e+009	2.49232e+009	2.29981e+009	1.70942e+008	1.12471e+009	2.61027e+009	7.74401e+008	2.89379e+008	6.81907e+008	2.54762e+009	
8.31167e+009	1.25884e+010	1.38689e+010	5.81286e+009	4.49525e+009	1.28232e+010	6.62252e+009	1.46864e+009	2.54762e+009	1.32898e+010	
