1	0.730526	0.729251	0.730666	0.730151	0.731259	0.7287	0.731131	0.731794	0.730579	
0.730526	1	0.729656	0.729187	0.731782	0.729598	0.730424	0.730104	0.731314	0.731309	
0.729251	0.729656	1	0.7294	0.731403	0.730603	0.729857	0.731073	0.732368	0.730392	
0.730666	0.729187	0.7294	1	0.732546	0.728486	0.730781	0.730784	0.731127	0.730586	
0.730151	0.731782	0.731403	0.732546	1	0.731763	0.73018	0.73113	0.731656	0.730909	
0.731259	0.729598	0.730603	0.728486	0.731763	1	0.729804	0.730838	0.732454	0.731162	
0.7287	0.730424	0.729857	0.730781	0.73018	0.729804	1	0.730122	0.731212	0.728369	
0.731131	0.730104	0.731073	0.730784	0.73113	0.730838	0.730122	1	0.731468	0.729293	
0.731794	0.731314	0.732368	0.731127	0.731656	0.732454	0.731212	0.731468	1	0.731307	
0.730579	0.731309	0.730392	0.730586	0.730909	0.731162	0.728369	0.729293	0.731307	1	
