2.1835e+010	1.46567e+010	9.39294e+009	1.45116e+010	7.48698e+009	1.31971e+010	1.00486e+010	2.26294e+010	1.19279e+010	1.62179e+010	
1.46567e+010	1.25141e+010	7.25304e+009	1.17101e+010	3.80063e+009	6.52812e+009	6.45263e+009	1.6783e+010	8.9725e+009	1.04952e+010	
9.39294e+009	7.25304e+009	5.08566e+009	6.18775e+009	3.8183e+009	4.98915e+009	4.82199e+009	1.14414e+010	6.32075e+009	7.9221e+009	
1.45116e+010	1.17101e+010	6.18775e+009	1.68138e+010	2.32245e+009	5.8512e+009	4.93757e+009	1.58665e+010	1.11797e+010	7.86834e+009	
7.48698e+009	3.80063e+009	3.8183e+009	2.32245e+009	4.71644e+009	5.93374e+009	4.57482e+009	8.57599e+009	4.42099e+009	7.51351e+009	
1.31971e+010	6.52812e+009	4.98915e+009	5.8512e+009	5.93374e+009	1.02604e+010	6.63569e+009	1.23253e+010	5.79265e+009	1.06698e+010	
1.00486e+010	6.45263e+009	4.82199e+009	4.93757e+009	4.57482e+009	6.63569e+009	5.32842e+009	1.10553e+010	5.48502e+009	8.69292e+009	
2.26294e+010	1.6783e+010	1.14414e+010	1.58665e+010	8.57599e+009	1.23253e+010	1.10553e+010	2.63937e+010	1.49078e+010	1.80622e+010	
1.19279e+010	8.9725e+009	6.32075e+009	1.11797e+010	4.42099e+009	5.79265e+009	5.48502e+009	1.49078e+010	1.02826e+010	8.98465e+009	
1.62179e+010	1.04952e+010	7.9221e+009	7.86834e+009	7.51351e+009	1.06698e+010	8.69292e+009	1.80622e+010	8.98465e+009	1.42004e+010	
